"Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G"
"117,Matthew Dellavedova\dellama01,PG,27,MIL,13,1,20.0,1.9,5.1,.379,0.8,2.2,.379,1.1,2.8,.378,.462,0.8,0.8,.909,0.5,1.6,2.2,3.2,0.2,0.0,1.6,1.8,5.5"
"118,Luol Deng\denglu01,SF,32,LAL,1,1,13.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0"
"119,DeMar DeRozan\derozde01,SG,28,TOR,21,21,34.3,8.4,17.5,.481,0.8,2.7,.281,7.7,14.8,.518,.503,5.8,7.2,.808,0.9,3.5,4.3,4.7,1.2,0.2,2.7,1.8,23.4"
"120,Cheick Diallo\diallch01,PF,21,NOP,14,0,7.8,1.3,2.3,.563,0.0,0.0,,1.3,2.3,.563,.563,0.2,0.4,.500,0.6,1.8,2.4,0.2,0.0,0.1,0.5,1.4,2.8"
"121,Gorgui Dieng\dienggo01,C,28,MIN,20,0,16.7,2.5,5.0,.500,0.3,1.0,.250,2.3,4.0,.563,.525,1.5,2.0,.744,1.7,2.8,4.5,1.2,0.6,0.1,1.0,2.1,6.7"
"122,Spencer Dinwiddie\dinwisp01,PG,24,BRK,20,10,26.0,4.1,10.3,.393,1.9,4.9,.388,2.2,5.4,.398,.485,2.4,3.2,.762,0.7,2.3,3.0,6.1,0.8,0.3,1.1,2.8,12.4"
"123,Tyler Dorsey\dorsety01,SG,21,ATL,7,0,6.6,0.7,2.3,.313,0.4,1.6,.273,0.3,0.7,.400,.406,0.4,0.6,.750,0.1,0.7,0.9,0.3,0.0,0.0,0.6,0.1,2.3"
"124,Damyean Dotson\dotsoda01,SG,23,NYK,13,0,6.7,1.1,2.3,.467,0.3,0.9,.333,0.8,1.4,.556,.533,0.1,0.1,1.000,0.2,0.9,1.1,0.4,0.0,0.0,0.2,0.4,2.5"
"125,Goran Dragic\dragigo01,PG,31,MIA,22,22,32.5,6.4,14.1,.450,1.7,4.5,.384,4.6,9.6,.481,.511,3.0,3.8,.795,0.7,3.2,4.0,4.5,0.8,0.1,2.4,2.3,17.5"
"126,Andre Drummond\drumman01,C,24,DET,21,21,33.3,5.7,10.4,.546,0.0,0.0,.000,5.7,10.3,.548,.546,3.0,4.6,.639,5.1,10.1,15.2,3.9,1.5,1.3,3.4,3.3,14.3"
"127,Jared Dudley\dudleja01,PF,32,PHO,8,0,14.6,1.3,2.6,.476,0.9,1.6,.538,0.4,1.0,.375,.643,0.5,0.8,.667,0.5,1.9,2.4,2.0,0.8,0.3,0.6,1.9,3.9"
"128,Kris Dunn\dunnkr01,PG,23,CHI,17,8,26.8,4.9,11.5,.429,1.0,2.4,.425,3.9,9.2,.429,.472,0.8,1.2,.650,0.6,3.9,4.5,4.4,2.1,0.3,3.1,3.1,11.6"
"129,Kevin Durant\duranke01,SF,29,GSW,18,18,34.4,9.2,17.3,.534,2.4,5.8,.419,6.8,11.4,.592,.605,4.1,4.7,.859,0.6,6.0,6.6,4.8,0.7,2.1,3.4,2.3,24.9"
"130,Henry Ellenson\ellenhe01,PF,21,DET,8,0,10.5,1.9,4.9,.385,0.9,2.4,.368,1.0,2.5,.400,.474,0.1,0.1,1.000,0.1,2.8,2.9,0.6,0.4,0.0,0.8,0.9,4.8"
"131,Wayne Ellington\ellinwa01,SG,30,MIA,22,0,19.5,2.7,6.4,.418,2.4,5.7,.421,0.3,0.7,.400,.606,0.7,0.7,.938,0.2,1.7,1.9,1.0,0.6,0.0,0.4,0.9,8.5"
"132,Joel Embiid\embiijo01,C,23,PHI,18,18,29.6,8.2,16.7,.493,0.7,2.8,.255,7.5,13.8,.542,.515,5.8,7.6,.759,2.5,8.8,11.3,3.3,0.7,1.8,4.1,3.6,22.9"
"133,James Ennis\ennisja01,SF,27,MEM,20,14,25.9,2.6,5.0,.515,0.6,1.9,.324,2.0,3.1,.629,.576,1.4,1.6,.903,1.2,2.7,3.8,1.3,0.7,0.3,0.9,2.0,7.1"
"134,Tyler Ennis\ennisty01,PG,23,LAL,10,0,5.6,0.7,1.9,.368,0.0,0.4,.000,0.7,1.5,.467,.368,0.4,0.4,1.000,0.1,0.6,0.7,0.8,0.4,0.1,0.3,0.5,1.8"
"135,Jawun Evans\evansja01,PG,21,LAC,13,0,12.2,1.5,4.2,.364,0.2,0.9,.167,1.4,3.3,.419,.382,1.2,1.5,.789,0.1,1.0,1.1,1.2,0.6,0.1,0.8,1.8,4.4"
"136,Tyreke Evans\evansty01,SG,28,MEM,21,2,28.5,6.4,13.3,.484,1.7,4.2,.404,4.7,9.0,.521,.548,2.7,3.6,.747,1.0,3.9,4.9,3.5,1.0,0.3,2.0,1.7,17.2"
"137,Kenneth Faried\farieke01,PF,28,DEN,18,4,13.2,2.3,4.1,.554,0.0,0.0,,2.3,4.1,.554,.554,1.4,1.8,.758,1.7,2.4,4.1,0.3,0.3,0.2,0.7,1.1,5.9"
"138,Derrick Favors\favorde01,PF,26,UTA,23,23,28.1,5.5,9.7,.570,0.2,0.7,.267,5.3,9.0,.591,.578,2.0,2.8,.723,2.4,4.3,6.7,1.9,0.8,1.0,1.6,2.1,13.3"
"139,Kay Felder\feldeka01,PG,22,CHI,12,0,10.5,1.6,5.3,.302,0.3,1.4,.235,1.3,3.8,.326,.333,0.8,0.8,.900,0.1,0.8,0.9,1.7,0.2,0.1,1.3,0.9,4.3"
"140,Cristiano Felicio\feliccr01,C,25,CHI,19,0,15.5,1.7,2.8,.611,0.0,0.0,,1.7,2.8,.611,.611,0.5,0.9,.588,1.3,1.8,3.1,0.7,0.2,0.2,0.8,2.2,4.0"
"141,Raymond Felton\feltora01,PG,33,OKC,21,0,17.1,2.7,6.3,.432,0.8,2.2,.348,2.0,4.1,.477,.492,0.5,0.8,.688,0.2,1.5,1.7,2.4,0.8,0.1,0.6,1.0,6.7"
"142,Terrance Ferguson\fergute01,SG,19,OKC,14,0,6.4,0.4,1.3,.333,0.1,0.6,.111,0.4,0.6,.556,.361,0.1,0.1,.500,0.1,0.2,0.4,0.1,0.1,0.1,0.1,0.9,1.0"
"143,Yogi Ferrell\ferreyo01,SG,24,DAL,22,8,28.3,3.0,7.4,.405,1.4,3.6,.375,1.6,3.8,.434,.497,1.8,2.3,.800,0.3,2.2,2.5,2.0,0.8,0.1,1.4,2.1,9.2"
"144,Dorian Finney-Smith\finnedo01,PF,24,DAL,8,1,11.8,1.3,2.8,.455,0.6,1.8,.357,0.6,1.0,.625,.568,0.1,0.3,.500,0.6,0.6,1.3,0.6,0.0,0.1,0.9,1.6,3.3"
"145,Bryn Forbes\forbebr01,SG,24,SAS,22,1,15.5,2.5,5.5,.451,1.1,2.6,.431,1.4,2.9,.469,.553,0.3,0.5,.583,0.3,1.0,1.3,0.7,0.2,0.1,0.4,1.2,6.5"
"146,Evan Fournier\fournev01,SF,25,ORL,23,23,32.0,6.5,13.8,.472,2.3,5.5,.417,4.2,8.3,.508,.555,2.6,2.9,.894,0.6,2.7,3.2,3.1,1.0,0.3,2.0,2.3,17.9"
"147,De'Aaron Fox\foxde01,PG,20,SAC,22,9,26.4,4.1,10.4,.399,0.4,1.4,.267,3.8,9.0,.419,.417,1.5,2.0,.711,0.5,2.6,3.1,4.3,0.9,0.3,2.2,2.4,10.1"
"148,Tim Frazier\fraziti01,PG,27,WAS,22,6,17.5,1.4,3.5,.403,0.3,1.2,.259,1.1,2.3,.480,.448,0.5,0.6,.857,0.3,2.1,2.4,3.9,0.9,0.1,1.5,2.0,3.7"
"149,Channing Frye\fryech01,C,34,CLE,20,0,11.9,1.8,3.4,.515,0.7,1.9,.368,1.1,1.5,.700,.618,0.3,0.3,1.000,0.3,2.4,2.6,0.7,0.3,0.2,0.4,1.5,4.5"
"150,Markelle Fultz\fultzma01,SG,19,PHI,4,0,19.0,2.3,6.8,.333,0.0,0.0,,2.3,6.8,.333,.333,1.5,3.0,.500,0.8,1.5,2.3,1.8,0.5,0.3,1.5,1.5,6.0"
"151,Danilo Gallinari\gallida01,SF,29,LAC,9,9,31.9,4.2,11.9,.355,1.4,5.6,.260,2.8,6.3,.439,.416,2.9,3.0,.963,0.2,4.3,4.6,3.0,0.7,0.2,1.3,1.7,12.8"
"152,Langston Galloway\gallola01,SG,26,DET,20,0,14.1,2.2,5.1,.426,1.4,3.4,.403,0.8,1.7,.471,.559,0.5,0.6,.833,0.1,1.6,1.6,0.8,0.4,0.2,0.3,0.7,6.2"
"153,Marc Gasol\gasolma01,C,33,MEM,21,21,34.4,6.4,15.5,.414,1.4,4.3,.330,5.0,11.2,.447,.460,4.2,5.0,.838,1.1,8.0,9.1,4.2,0.6,1.6,3.0,2.3,18.5"
"154,Pau Gasol\gasolpa01,C,37,SAS,22,22,25.8,4.1,8.4,.486,1.0,2.3,.440,3.1,6.1,.504,.546,2.1,2.6,.807,1.5,6.4,7.9,3.2,0.4,1.3,1.4,1.7,11.3"
"155,Rudy Gay\gayru01,SF,31,SAS,21,0,22.0,4.5,9.5,.472,0.7,2.1,.311,3.8,7.3,.519,.508,2.4,3.0,.806,1.1,3.9,5.0,1.6,1.0,0.6,1.8,2.0,12.0"
"156,Paul George\georgpa01,SF,27,OKC,21,21,37.2,7.4,17.5,.425,3.2,7.8,.409,4.2,9.7,.438,.516,3.2,3.8,.838,0.8,5.0,5.8,3.4,2.6,0.6,2.5,3.0,21.2"
"157,Marcus Georges-Hunt\georgma01,SG,23,MIN,9,0,1.7,0.2,0.4,.500,0.0,0.1,.000,0.2,0.3,.667,.500,0.0,0.0,,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.2,0.4"
"158,Taj Gibson\gibsota01,PF,32,MIN,23,23,32.6,4.4,8.0,.546,0.2,0.7,.313,4.2,7.3,.568,.559,1.7,2.1,.813,2.7,5.5,8.1,1.5,1.0,0.5,1.4,2.7,10.7"
"159,Manu Ginobili\ginobma01,SG,40,SAS,19,0,20.4,2.9,7.1,.407,0.8,2.9,.268,2.1,4.2,.506,.463,1.5,1.7,.848,0.3,1.8,2.2,2.3,0.7,0.3,1.7,2.1,8.1"
"160,Rudy Gobert\goberru01,C,25,UTA,12,12,33.8,5.2,8.3,.620,0.0,0.0,,5.2,8.3,.620,.620,3.6,5.0,.717,2.8,7.7,10.5,1.3,0.6,2.5,2.1,2.6,13.9"
"161,Aaron Gordon\gordoaa01,PF,22,ORL,21,21,33.0,6.8,13.2,.511,2.4,5.5,.440,4.3,7.7,.562,.603,3.1,4.1,.756,1.4,6.9,8.3,2.1,1.0,1.0,1.5,1.8,19.0"
"162,Eric Gordon\gordoer01,SG,29,HOU,19,13,31.6,6.0,15.2,.394,3.2,10.0,.316,2.8,5.2,.545,.498,4.1,4.8,.837,0.2,1.9,2.1,2.7,0.7,0.3,2.5,1.9,19.2"
"163,Marcin Gortat\gortama01,C,33,WAS,22,22,29.8,4.3,7.8,.556,0.0,0.0,,4.3,7.8,.556,.556,1.5,2.3,.647,2.3,6.5,8.8,1.7,0.5,0.7,1.4,2.3,10.1"
"164,Treveon Graham\grahatr01,SG,24,CHO,12,0,17.5,1.5,3.9,.383,0.4,1.5,.278,1.1,2.4,.448,.436,0.6,0.8,.700,0.8,1.5,2.3,1.4,0.7,0.0,0.4,2.2,4.0"
"165,Jerami Grant\grantje01,PF,23,OKC,21,1,22.5,3.1,6.1,.516,0.4,1.7,.257,2.7,4.4,.613,.551,1.9,2.6,.727,1.2,2.7,3.9,1.0,0.8,1.0,1.0,2.2,8.6"
"166,Jerian Grant\grantje02,PG,25,CHI,21,14,25.8,3.2,7.7,.420,0.9,2.6,.333,2.4,5.1,.463,.475,2.1,2.8,.776,0.6,2.4,3.0,5.1,0.9,0.1,1.4,2.0,9.5"
"167,Danny Green\greenda02,SG,30,SAS,21,21,29.0,3.7,9.2,.404,1.8,4.8,.370,2.0,4.4,.441,.500,0.5,0.7,.714,0.5,3.6,4.1,2.1,1.2,1.0,1.5,1.2,9.7"
"168,Draymond Green\greendr01,PF,27,GSW,22,22,31.6,3.5,7.7,.459,1.2,3.6,.342,2.3,4.1,.560,.538,2.0,2.6,.759,1.2,6.1,7.3,7.0,1.5,1.3,2.9,3.0,10.3"
"169,JaMychal Green\greenja01,PF,27,MEM,9,9,24.3,4.1,7.2,.569,0.8,2.0,.389,3.3,5.2,.638,.623,1.2,1.7,.733,1.6,3.4,5.0,1.0,0.4,0.0,0.9,2.8,10.2"
"170,Jeff Green\greenje02,PF,31,CLE,22,0,20.8,3.6,7.5,.488,0.5,1.9,.293,3.1,5.6,.553,.524,2.3,2.8,.820,0.9,2.3,3.1,1.6,0.7,0.3,1.1,2.1,10.1"
"171,Blake Griffin\griffbl01,PF,28,LAC,19,19,35.8,7.9,18.6,.425,2.2,6.1,.353,5.7,12.5,.460,.483,5.6,7.2,.781,1.3,6.6,7.9,5.1,0.9,0.3,3.0,2.5,23.6"
"172,Daniel Hamilton\hamilda02,SG,22,OKC,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
"173,Tim Hardaway\hardati02,SG,25,NYK,21,21,34.1,6.3,15.1,.420,2.3,7.2,.316,4.0,7.9,.515,.495,2.9,3.6,.800,0.8,3.4,4.2,3.3,1.1,0.2,1.7,2.2,17.8"
"174,James Harden\hardeja01,SG,28,HOU,21,21,36.0,9.5,21.1,.451,4.5,11.1,.403,5.0,10.0,.505,.558,8.0,9.2,.866,0.6,4.6,5.2,9.8,1.7,0.5,4.6,2.6,31.5"
"175,Maurice Harkless\harklma01,SF,24,POR,22,18,24.3,2.1,5.2,.412,0.4,1.7,.243,1.7,3.5,.494,.452,0.8,1.1,.750,0.8,2.6,3.5,0.6,0.8,0.9,0.8,1.8,5.5"
"176,Montrezl Harrell\harremo01,C,24,LAC,14,1,9.4,1.9,3.1,.628,0.0,0.0,,1.9,3.1,.628,.628,0.6,1.0,.643,1.1,1.9,2.9,0.7,0.2,0.4,0.5,1.0,4.5"
"177,Devin Harris\harride01,PG,34,DAL,16,1,18.3,2.9,7.0,.420,0.9,2.8,.318,2.1,4.3,.485,.482,1.9,2.4,.789,0.4,1.8,2.3,1.9,0.8,0.1,0.9,3.0,8.6"
"178,Gary Harris\harriga01,SG,23,DEN,19,19,32.8,5.6,11.4,.491,2.5,5.7,.435,3.1,5.7,.546,.600,1.0,1.3,.760,0.6,2.1,2.7,2.5,1.8,0.5,1.7,2.0,14.6"
"179,Joe Harris\harrijo01,SG,26,BRK,20,3,23.2,3.7,8.1,.460,2.1,5.5,.382,1.6,2.6,.627,.590,0.7,1.0,.700,0.4,2.3,2.7,1.4,0.7,0.3,0.7,1.9,10.2"
"180,Tobias Harris\harrito02,PF,25,DET,21,21,32.6,7.2,15.1,.476,2.8,6.0,.465,4.4,9.0,.484,.569,1.7,1.9,.900,1.0,4.2,5.3,1.7,0.5,0.2,0.7,1.8,18.9"
"181,Andrew Harrison\harrian01,PG,23,MEM,15,8,15.3,1.7,4.9,.356,0.5,2.2,.242,1.2,2.7,.450,.411,1.1,1.1,.941,0.3,1.3,1.6,1.3,0.3,0.3,0.8,1.5,5.1"
"182,Josh Hart\hartjo01,SG,22,LAL,16,0,13.8,1.1,2.8,.409,0.3,1.1,.235,0.9,1.7,.519,.455,0.6,0.8,.750,0.4,1.8,2.2,0.4,0.6,0.2,0.4,1.1,3.1"
"183,Udonis Haslem\hasleud01,C,37,MIA,2,0,4.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0"
"184,Gordon Hayward\haywago01,SF,27,BOS,1,1,5.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0"
"185,John Henson\hensojo01,C,27,MIL,19,12,23.1,3.2,5.5,.587,0.0,0.1,.000,3.2,5.4,.598,.587,0.9,2.1,.450,1.9,4.9,6.8,1.5,0.4,1.6,1.3,2.9,7.4"
"186,Juan Hernangomez\hernaju01,PF,22,DEN,10,2,14.8,1.4,3.8,.368,0.8,2.5,.320,0.6,1.3,.462,.474,0.5,0.7,.714,0.9,1.8,2.7,0.4,0.3,0.2,0.3,1.1,4.1"
"187,Willy Hernangomez\hernawi01,C,23,NYK,13,0,10.5,2.2,3.9,.549,0.1,0.2,.333,2.1,3.7,.563,.559,0.3,1.1,.286,1.2,2.0,3.2,0.8,0.4,0.5,1.3,1.9,4.7"
"188,Mario Hezonja\hezonma01,SF,22,ORL,18,0,9.9,1.2,2.9,.423,0.4,1.3,.333,0.8,1.6,.500,.500,0.2,0.2,.750,0.4,1.4,1.8,0.6,0.4,0.1,0.7,0.8,3.1"
"189,Buddy Hield\hieldbu01,SG,24,SAC,20,7,21.8,4.4,10.1,.436,1.8,4.0,.443,2.7,6.2,.431,.522,0.9,1.1,.857,0.7,2.9,3.6,1.5,1.1,0.2,1.4,1.8,11.5"
"190,Nene Hilario\hilarne01,C,35,HOU,15,0,14.3,2.9,4.5,.657,0.0,0.1,.000,2.9,4.3,.677,.657,2.0,2.7,.750,0.7,2.4,3.1,1.1,0.6,0.4,1.2,2.6,7.9"
"191,George Hill\hillge01,PG,31,SAC,20,20,26.0,3.4,7.5,.447,1.1,2.5,.449,2.3,5.1,.446,.520,1.3,1.7,.758,0.5,2.6,3.0,2.5,0.9,0.2,1.2,1.8,9.1"
"192,Darrun Hilliard\hillida01,SG,24,SAS,3,0,8.7,0.3,1.7,.200,0.0,0.7,.000,0.3,1.0,.333,.200,0.0,0.0,,0.0,0.7,0.7,0.3,0.3,0.0,1.0,1.3,0.7"
"193,Jrue Holiday\holidjr01,PG,27,NOP,22,22,36.3,6.1,13.6,.450,1.2,4.5,.270,4.9,9.1,.540,.495,2.0,2.3,.860,0.7,3.6,4.3,5.5,1.2,0.4,2.6,2.5,15.5"
"194,Justin Holiday\holidju01,SG,28,CHI,20,20,34.5,5.1,13.7,.369,2.8,7.7,.357,2.3,6.0,.383,.469,1.9,2.5,.755,0.6,3.6,4.2,2.2,1.3,0.6,1.3,1.9,14.7"
"195,John Holland\hollajo02,SF,29,CLE,4,0,4.3,0.3,1.0,.250,0.3,0.5,.500,0.0,0.5,.000,.375,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,0.8"
"196,Rondae Hollis-Jefferson\holliro01,SF,23,BRK,18,18,27.1,4.9,10.0,.494,0.2,0.7,.250,4.8,9.3,.512,.503,4.2,5.1,.826,1.3,4.2,5.4,1.8,0.9,0.7,1.5,1.9,14.3"
"197,Richaun Holmes\holmeri01,C,24,PHI,9,1,12.1,1.9,3.4,.548,0.1,0.6,.200,1.8,2.9,.615,.565,0.8,1.1,.700,1.0,2.6,3.6,0.8,0.1,0.3,0.3,2.2,4.7"
"198,Rodney Hood\hoodro01,SG,25,UTA,18,9,28.3,6.2,14.7,.419,2.8,7.1,.402,3.3,7.7,.435,.515,2.6,2.8,.920,0.3,2.3,2.6,1.8,0.7,0.2,1.9,1.9,17.7"
