"Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP"
"360,Malachi Richardson\richama01,SG,22,SAC,12,140,9.0,.492,.429,.310,1.6,7.8,4.5,6.4,2.2,0.0,5.9,16.3,,0.0,0.0,0.1,.030,,-1.9,-2.8,-4.7,-0.1"
"361,Austin Rivers\riverau01,SG,25,LAC,20,672,11.2,.497,.431,.200,1.8,4.9,3.3,15.7,2.4,0.3,11.8,20.4,,0.2,0.3,0.5,.036,,-0.1,-2.2,-2.2,0.0"
"362,Andre Roberson\roberan03,SF,26,OKC,21,520,9.4,.536,.345,.138,7.8,11.3,9.5,6.3,1.4,2.9,19.3,9.5,,0.2,0.6,0.9,.079,,-2.4,2.0,-0.4,0.2"
"363,Rajon Rondo\rondora01,PG,31,NOP,9,204,12.0,.464,.291,.000,2.2,12.7,7.6,39.8,1.2,0.8,22.5,15.1,,0.1,0.1,0.2,.059,,-2.6,-2.0,-4.6,-0.1"
"364,Derrick Rose\rosede01,PG,29,CLE,7,188,11.8,.542,.157,.253,4.3,6.3,5.4,10.3,0.5,0.5,17.1,26.0,,0.0,0.0,0.0,-0.010,,-3.5,-4.0,-7.5,-0.3"
"365,Terrence Ross\rosste01,SG,26,ORL,22,576,10.4,.515,.480,.198,1.9,11.2,6.6,8.5,2.2,1.3,11.5,16.3,,0.0,0.3,0.4,.030,,-1.1,-0.1,-1.2,0.1"
"366,Terry Rozier\roziete01,PG,23,BOS,23,535,14.1,.503,.518,.166,3.8,16.7,10.3,13.9,2.2,0.2,7.0,19.0,,0.5,1.0,1.5,.138,,0.4,1.3,1.7,0.5"
"367,Ricky Rubio\rubiori01,PG,27,UTA,22,631,13.7,.519,.393,.345,1.8,13.4,7.4,27.5,2.9,0.6,20.7,23.8,,-0.1,0.9,0.9,.065,,-0.9,0.7,-0.2,0.3"
"368,D'Angelo Russell\russeda01,PG,21,BRK,12,333,19.5,.539,.298,.307,2.7,15.2,8.8,37.9,1.7,0.5,17.1,34.9,,0.1,0.2,0.3,.048,,2.7,-0.8,1.9,0.3"
"369,Domantas Sabonis\sabondo01,PF,21,IND,21,529,19.2,.604,.061,.480,12.6,25.9,19.3,13.0,0.6,1.1,16.5,21.4,,1.3,0.4,1.7,.155,,1.1,-0.2,0.8,0.4"
"370,JaKarr Sampson\sampsja02,SF,24,SAC,2,13,21.0,.615,.250,.500,16.7,27.9,22.0,12.3,0.0,0.0,0.0,16.9,,0.1,0.0,0.1,.271,,4.4,-3.3,1.0,0.0"
"371,Dario Saric\saricda01,PF,23,PHI,21,593,11.9,.514,.446,.164,7.5,15.7,11.7,9.2,0.8,1.3,12.0,18.1,,0.4,0.5,0.9,.077,,-0.6,-0.2,-0.8,0.2"
"372,Tomas Satoransky\satorto01,SG,26,WAS,13,185,17.1,.602,.227,.386,5.5,10.7,8.1,26.4,1.6,0.0,10.4,13.6,,0.6,0.2,0.8,.198,,2.5,-0.6,1.9,0.2"
"373,Dennis Schroder\schrode01,PG,24,ATL,19,611,19.0,.536,.205,.205,2.4,7.5,4.9,37.0,1.8,0.0,14.0,29.8,,0.8,0.1,1.0,.075,,2.2,-3.1,-0.9,0.2"
"374,Mike Scott\scottmi01,PF,29,WAS,19,340,12.9,.591,.303,.168,3.7,17.1,10.5,5.1,0.9,1.0,13.5,19.0,,0.3,0.3,0.6,.086,,-1.2,-1.1,-2.3,0.0"
"375,Thabo Sefolosha\sefolth01,SF,33,UTA,22,462,15.9,.613,.365,.230,3.4,20.6,11.7,6.0,3.3,0.6,10.9,15.2,,0.7,0.8,1.5,.153,,0.0,1.6,1.6,0.4"
"376,Wayne Selden\seldewa01,SG,23,MEM,2,19,15.2,.717,.500,.500,0.0,12.2,6.1,33.2,2.7,0.0,38.1,19.1,,0.0,0.0,0.0,.078,,-2.3,-2.1,-4.4,0.0"
"377,Ramon Sessions\sessira01,PG,31,NYK,8,131,9.9,.450,.231,.385,0.9,9.9,5.6,26.3,2.7,0.7,20.8,19.2,,-0.1,0.1,0.0,.015,,-3.3,-0.3,-3.6,-0.1"
"378,Iman Shumpert\shumpim01,SG,27,CLE,13,271,6.9,.487,.439,.263,3.0,13.2,8.3,8.4,1.6,1.6,21.1,13.1,,-0.2,0.2,0.0,.000,,-3.3,0.3,-3.1,-0.1"
"379,Pascal Siakam\siakapa01,PF,23,TOR,20,423,14.8,.552,.336,.141,5.4,18.8,12.3,11.8,2.0,1.9,11.7,16.1,,0.5,0.6,1.0,.117,,0.7,1.9,2.5,0.5"
"380,Ben Simmons\simmobe01,PG,21,PHI,20,712,20.3,.525,.026,.384,7.0,19.9,13.6,32.3,3.0,1.9,17.3,24.8,,0.8,1.2,2.0,.133,,1.0,3.9,4.9,1.2"
"381,Jonathon Simmons\simmojo02,SG,28,ORL,23,601,13.7,.572,.241,.407,3.0,8.7,5.9,11.0,1.3,0.3,14.5,23.9,,0.5,0.1,0.5,.043,,-0.7,-2.6,-3.3,-0.2"
"382,Kobi Simmons\simmoko01,PG,20,MEM,1,5,13.9,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,,0.0,0.0,0.0,.170,,1.9,-4.1,-2.1,0.0"
"383,Kyle Singler\singlky01,SF,29,OKC,1,2,42.5,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,,0.0,0.0,0.0,.353,,9.8,-7.2,2.6,0.0"
"384,Marcus Smart\smartma01,SG,23,BOS,21,648,10.0,.432,.481,.284,3.4,11.4,7.5,25.5,2.1,1.3,17.3,19.3,,-0.4,1.2,0.8,.057,,-2.0,2.0,0.0,0.3"
"385,Dennis Smith\smithde03,PG,20,DAL,20,568,11.0,.459,.344,.143,2.9,12.4,7.4,27.2,1.5,1.0,16.8,29.6,,-1.2,0.4,-0.7,-0.061,,-2.7,-0.7,-3.4,-0.2"
"386,Ish Smith\smithis01,PG,29,DET,21,417,17.3,.532,.101,.140,1.6,11.6,6.4,33.5,0.8,1.0,11.2,22.5,,0.8,0.3,1.1,.127,,0.2,-1.6,-1.4,0.1"
"387,J.R. Smith\smithjr01,SG,32,CLE,22,681,7.2,.496,.714,.069,1.2,8.7,5.1,8.8,1.6,0.1,10.4,13.0,,0.1,0.2,0.3,.022,,-0.5,-1.1,-1.6,0.1"
"388,Jason Smith\smithja02,C,31,WAS,8,76,5.1,.392,.520,.280,8.9,8.7,8.8,1.8,0.0,5.6,9.7,17.9,,-0.1,0.1,0.0,-0.010,,-4.5,-0.9,-5.4,-0.1"
"389,Josh Smith\smithjo03,PF,32,NOP,3,12,3.6,.250,.000,.000,28.3,9.0,18.4,0.0,0.0,0.0,0.0,14.5,,0.0,0.0,0.0,-0.018,,-6.1,-7.6,-13.7,0.0"
"390,Tony Snell\snellto01,SG,26,MIL,20,638,11.6,.695,.579,.132,0.6,7.4,4.0,7.7,1.2,1.1,7.9,10.0,,1.2,0.3,1.4,.109,,1.7,-1.3,0.4,0.4"
"391,Marreese Speights\speigma01,C,30,ORL,17,204,18.8,.590,.698,.103,3.8,17.9,11.0,6.6,0.9,1.9,6.2,27.4,,0.3,0.1,0.4,.103,,3.5,-4.4,-0.9,0.1"
"392,Nik Stauskas\stausni01,SG,24,PHI,4,28,5.6,.694,.000,1.000,0.0,3.6,1.8,0.0,5.0,0.0,41.0,7.2,,0.0,0.0,0.0,.038,,-4.7,2.6,-2.1,0.0"
"393,Lance Stephenson\stephla01,SG,27,IND,23,491,12.4,.506,.299,.262,4.8,20.9,13.0,16.7,1.3,0.7,15.7,19.3,,0.1,0.4,0.5,.049,,-1.4,-0.1,-1.5,0.1"
"394,Julyan Stone\stoneju01,SG,29,CHO,2,18,14.6,.750,1.000,.000,0.0,29.5,14.8,16.6,5.4,0.0,33.3,14.5,,0.0,0.0,0.0,.129,,0.2,4.2,4.4,0.0"
"395,Caleb Swanigan\swanica01,PF,20,POR,13,128,7.1,.405,.125,.325,10.5,20.0,15.3,10.6,1.5,1.9,19.4,19.3,,-0.2,0.2,0.0,.009,,-5.8,1.7,-4.1,-0.1"
"396,Jayson Tatum\tatumja01,SF,19,BOS,23,701,16.7,.629,.329,.408,3.2,15.5,9.4,7.8,1.6,2.3,11.3,17.9,,1.4,1.3,2.8,.190,,0.9,2.2,3.1,0.9"
"397,Isaiah Taylor\taylois01,PG,23,ATL,14,224,11.2,.536,.250,.375,0.5,7.7,4.1,20.4,1.5,1.6,17.7,17.8,,0.1,0.1,0.1,.027,,-2.8,-2.1,-4.9,-0.2"
"398,Jeff Teague\teaguje01,PG,29,MIN,19,644,15.6,.544,.329,.305,1.2,9.5,5.3,32.9,2.5,1.1,20.4,20.6,,0.7,0.4,1.1,.080,,1.1,-1.2,-0.2,0.3"
"399,Mirza Teletovic\teletmi01,PF,32,MIL,10,159,14.1,.623,.789,.000,2.2,14.9,8.5,9.6,1.3,0.6,10.9,18.5,,0.2,0.1,0.3,.097,,2.2,-3.3,-1.1,0.0"
"400,Garrett Temple\templga01,SG,31,SAC,21,542,10.0,.532,.510,.183,1.0,10.0,5.3,9.4,2.1,1.9,13.6,15.9,,0.0,0.3,0.3,.026,,-1.2,-0.5,-1.7,0.0"
"401,Milos Teodosic\teodomi01,PG,30,LAC,2,32,8.7,.458,.583,.000,0.0,3.5,1.7,37.3,0.0,2.7,20.0,20.4,,0.0,0.0,0.0,-0.006,,-3.2,-7.0,-10.2,-0.1"
"402,Jason Terry\terryja01,SG,40,MIL,8,77,4.7,.346,.667,.133,0.0,10.8,5.4,10.2,2.6,1.2,15.9,11.3,,-0.1,0.1,-0.1,-0.037,,-5.1,-0.4,-5.5,-0.1"
"403,Daniel Theis\theisda01,C,25,BOS,21,263,14.2,.619,.175,.349,12.7,23.3,18.1,4.8,1.5,5.5,26.3,16.6,,0.1,0.6,0.8,.142,,-3.1,3.8,0.7,0.2"
"404,Lance Thomas\thomala01,PF,29,NYK,18,262,6.2,.496,.390,.288,5.4,14.5,10.1,3.6,0.8,0.0,14.2,12.9,,0.0,0.1,0.2,.029,,-2.5,-1.2,-3.7,-0.1"
"405,Klay Thompson\thompkl01,SG,27,GSW,23,761,18.4,.620,.462,.065,1.8,11.6,7.1,11.3,0.9,1.9,8.4,23.5,,1.6,0.7,2.3,.143,,3.1,-2.2,0.9,0.6"
"406,Tristan Thompson\thomptr01,C,26,CLE,8,173,10.1,.567,.000,.423,11.4,21.3,16.5,2.3,0.3,2.0,16.3,9.4,,0.2,0.1,0.3,.080,,-2.5,-0.9,-3.4,-0.1"
"407,Sindarius Thornwell\thornsi01,SG,23,LAC,20,324,7.4,.548,.310,.296,2.7,4.2,3.4,5.8,1.8,1.9,16.6,12.9,,0.1,0.1,0.2,.030,,-2.0,-0.7,-2.8,-0.1"
"408,Anthony Tolliver\tollian01,PF,32,DET,18,327,14.5,.609,.800,.300,4.4,14.1,9.1,8.1,1.5,1.6,8.9,15.0,,0.7,0.3,1.0,.150,,2.3,0.0,2.4,0.4"
"409,Karl-Anthony Towns\townska01,C,22,MIN,23,791,22.6,.619,.246,.293,9.3,29.9,19.5,7.2,0.8,3.2,11.2,23.8,,2.3,0.7,3.0,.184,,2.5,-0.7,1.9,0.8"
"410,P.J. Tucker\tuckepj01,SF,32,HOU,21,578,9.5,.573,.714,.200,5.3,18.9,12.1,4.7,2.3,0.9,16.8,10.3,,0.4,0.9,1.3,.107,,-0.8,2.3,1.4,0.5"
"411,Evan Turner\turneev01,SF,29,POR,22,581,8.5,.464,.224,.218,1.9,14.5,8.3,13.4,1.4,1.4,16.2,17.1,,-0.4,0.9,0.5,.043,,-3.9,1.7,-2.2,0.0"
"412,Myles Turner\turnemy01,C,21,IND,16,467,17.2,.564,.221,.243,3.9,24.6,14.3,6.3,0.4,7.0,10.3,20.9,,0.5,0.6,1.1,.111,,-1.8,1.6,-0.2,0.2"
"413,Ekpe Udoh\udohek01,C,30,UTA,23,348,13.7,.520,.000,.426,9.6,8.9,9.2,11.6,2.2,8.5,15.2,8.5,,0.5,0.6,1.1,.158,,-1.2,6.5,5.3,0.6"
"414,Tyler Ulis\ulisty01,PG,22,PHO,22,497,10.0,.461,.193,.251,1.0,7.4,4.1,25.2,2.3,0.2,18.5,19.2,,-0.3,0.2,-0.2,-0.016,,-3.2,-2.4,-5.6,-0.4"
"415,Jonas Valanciunas\valanjo01,C,25,TOR,17,345,18.9,.615,.039,.297,12.8,26.6,19.9,5.8,0.6,2.4,15.7,22.0,,0.7,0.4,1.2,.163,,-0.5,-0.5,-1.0,0.1"
"416,Denzel Valentine\valende01,SG,24,CHI,21,611,11.8,.498,.561,.029,2.6,17.9,9.9,17.3,1.5,0.3,8.8,16.4,,0.3,0.4,0.7,.051,,-0.6,-0.4,-1.0,0.2"
"417,Fred VanVleet\vanvlfr01,PG,23,TOR,21,341,14.4,.503,.398,.161,1.4,10.2,5.9,25.1,2.6,1.0,11.9,18.5,,0.4,0.4,0.8,.114,,0.5,-0.2,0.3,0.2"
"418,Rashad Vaughn\vaughra01,SG,21,MIL,10,66,11.4,.548,.571,.000,0.0,5.4,2.7,9.0,1.5,2.7,4.5,15.3,,0.1,0.0,0.1,.069,,-0.8,-2.8,-3.6,0.0"
"419,Noah Vonleh\vonleno01,PF,22,POR,15,341,12.5,.583,.000,.339,9.2,28.4,19.0,3.9,0.7,1.9,14.0,10.1,,0.4,0.6,1.1,.152,,-2.9,1.9,-0.9,0.1"
"420,Nikola Vucevic\vucevni01,C,27,ORL,23,681,18.9,.549,.297,.106,5.4,25.0,15.4,16.5,1.5,2.3,10.7,23.8,,0.8,0.6,1.5,.102,,1.1,0.8,1.9,0.7"
"421,Dwyane Wade\wadedw01,SG,36,CLE,21,493,16.3,.498,.124,.282,3.5,14.5,9.2,25.8,2.2,3.3,15.2,24.7,,0.2,0.5,0.7,.066,,-2.0,1.0,-1.0,0.1"
"422,Dion Waiters\waitedi01,SG,26,MIA,20,627,11.0,.491,.433,.137,1.4,7.9,4.7,20.9,1.3,0.6,14.7,26.6,,-0.6,0.5,-0.1,-0.007,,-1.9,-1.6,-3.5,-0.2"
"423,Kemba Walker\walkeke02,PG,27,CHO,19,668,21.4,.579,.392,.376,1.9,9.5,5.8,30.8,0.9,0.6,10.3,26.5,,2.1,0.4,2.5,.177,,5.5,-1.7,3.8,1.0"
"424,John Wall\walljo01,PG,27,WAS,16,550,21.7,.532,.234,.438,1.2,9.6,5.5,43.6,1.5,2.8,13.6,28.1,,1.2,0.6,1.8,.159,,3.3,-0.2,3.1,0.7"
"425,Taurean Waller-Prince\princta02,SF,23,ATL,21,648,11.6,.522,.351,.130,3.3,15.2,9.2,12.2,2.0,1.6,16.5,20.5,,-0.3,0.4,0.1,.008,,-1.9,0.2,-1.7,0.1"
"426,Derrick Walton\waltode01,PG,22,MIA,4,12,7.3,.258,.333,.667,0.0,18.3,9.2,0.0,4.1,6.8,0.0,14.5,,0.0,0.0,0.0,-0.030,,-10.6,3.2,-7.4,0.0"
"427,T.J. Warren\warretj01,SF,24,PHO,23,710,18.6,.539,.094,.268,6.6,12.8,9.6,6.9,1.2,2.2,6.9,24.4,,1.2,0.3,1.4,.098,,0.1,-2.0,-1.9,0.0"
"428,Briante Weber\weberbr01,PG,25,HOU,3,12,3.4,,,,0.0,18.5,9.3,10.3,4.0,0.0,100.0,3.6,,0.0,0.0,0.0,.020,,-7.2,5.8,-1.4,0.0"
"429,David West\westda01,C,37,GSW,21,249,25.2,.687,.067,.189,8.3,20.8,15.1,20.1,2.5,7.6,19.1,20.8,,0.7,0.5,1.2,.234,,2.1,4.6,6.7,0.5"
"430,Russell Westbrook\westbru01,PG,29,OKC,21,743,21.4,.497,.298,.347,4.9,25.3,14.7,47.8,3.1,0.3,17.9,33.0,,0.6,1.4,2.0,.129,,3.0,3.1,6.1,1.5"
"431,Derrick White\whitede01,PG,23,SAS,4,21,8.7,.133,.000,2.000,10.6,21.3,16.0,12.0,2.4,4.0,0.0,8.0,,0.0,0.0,0.0,.049,,-5.7,4.9,-0.8,0.0"
"432,Okaro White\whiteok01,PF,25,MIA,6,80,9.1,.577,.688,.188,4.2,11.0,7.6,3.7,0.6,1.0,5.5,10.3,,0.1,0.1,0.2,.094,,-1.3,-0.7,-2.0,0.0"
"433,Isaiah Whitehead\whiteis01,PG,22,BRK,7,89,9.7,.506,.186,.233,1.1,12.1,6.4,24.4,2.6,1.8,25.2,29.5,,-0.2,0.1,-0.2,-0.089,,-5.7,-0.4,-6.1,-0.1"
"434,Hassan Whiteside\whiteha01,C,28,MIA,15,402,25.6,.612,.013,.325,11.7,40.8,26.3,2.8,1.7,4.8,11.2,22.9,,0.9,0.9,1.8,.215,,-2.7,1.1,-1.6,0.0"
"435,Andrew Wiggins\wiggian01,SF,22,MIN,23,849,15.3,.536,.283,.353,3.1,9.8,6.4,8.6,1.7,1.5,9.4,23.5,,0.8,0.4,1.2,.068,,0.5,-1.6,-1.1,0.2"
"436,Jacob Wiley\wileyja01,PF,23,BRK,4,32,8.3,.410,.500,.500,6.3,30.2,17.9,7.9,1.5,0.0,0.0,6.3,,0.0,0.0,0.1,.089,,-3.2,1.1,-2.1,0.0"
"437,Damien Wilkins\wilkida02,SF,38,IND,12,77,7.7,.500,.375,.000,5.9,7.2,6.5,10.2,1.3,0.0,20.0,11.3,,0.0,0.0,0.0,.016,,-2.1,-1.5,-3.6,0.0"
"438,C.J. Williams\willicj01,SG,27,LAC,8,61,8.9,.504,.400,.133,0.0,14.9,7.3,14.5,0.8,0.0,11.2,12.8,,0.0,0.0,0.0,.036,,-2.7,-2.5,-5.2,0.0"
"439,Lou Williams\willilo02,SG,31,LAC,20,585,20.1,.597,.429,.316,1.9,8.3,5.0,23.8,1.8,0.6,15.4,27.5,,1.3,0.2,1.6,.128,,3.8,-3.1,0.7,0.4"
"440,Marvin Williams\willima02,PF,31,CHO,21,539,14.2,.621,.528,.190,3.0,14.6,8.8,6.2,1.5,1.3,6.7,13.3,,1.0,0.5,1.6,.138,,1.3,0.9,2.2,0.6"
"441,Troy Williams\willitr02,SF,23,HOU,4,17,-2.4,.242,.556,.333,6.6,19.6,13.2,8.5,2.8,0.0,8.8,28.8,,-0.1,0.0,-0.1,-0.239,,-11.4,-2.2,-13.7,-0.1"
"442,D.J. Wilson\wilsodj01,PF,21,MIL,9,35,3.5,.444,.333,.000,0.0,16.9,8.4,4.1,0.0,0.0,10.0,13.1,,0.0,0.0,0.0,-0.041,,-6.4,-3.9,-10.3,-0.1"
"443,Jamil Wilson\wilsoja02,SF,27,LAC,2,6,33.7,1.000,1.000,.000,0.0,37.8,18.6,0.0,0.0,0.0,25.0,29.0,,0.0,0.0,0.0,.115,,6.2,-10.8,-4.6,0.0"
"444,Justise Winslow\winslju01,SF,21,MIA,22,512,10.6,.472,.203,.168,4.8,22.5,13.7,11.7,1.6,1.1,13.0,15.4,,-0.1,0.7,0.6,.058,,-3.7,2.2,-1.5,0.1"
"445,Jeff Withey\witheje01,C,27,DAL,8,30,7.1,.427,.667,.167,0.0,26.9,12.8,0.0,0.0,6.3,7.2,20.7,,-0.1,0.0,0.0,-0.053,,-8.8,-3.4,-12.2,-0.1"
"446,Nate Wolters\woltena01,PG,26,UTA,4,11,-5.0,.000,.000,.000,10.1,10.8,10.4,11.6,0.0,0.0,0.0,12.3,,0.0,0.0,0.0,-0.185,,-10.6,-1.2,-11.8,0.0"
"447,Brandan Wright\wrighbr03,PF,30,MEM,16,229,20.1,.581,.000,.365,10.0,17.7,13.8,3.7,1.8,7.2,3.9,15.3,,0.5,0.4,0.9,.188,,-1.2,2.8,1.6,0.2"
"448,Delon Wright\wrighde01,PG,25,TOR,14,292,15.0,.670,.431,.492,2.5,10.7,6.7,17.0,2.2,1.4,24.0,15.7,,0.5,0.3,0.8,.135,,1.3,0.8,2.1,0.3"
"449,Guerschon Yabusele\yabusgu01,PF,22,BOS,7,32,14.6,.543,.583,.167,20.9,16.8,18.8,5.1,0.0,2.6,18.9,22.0,,0.0,0.1,0.1,.123,,-0.1,-1.7,-1.8,0.0"
"450,Joe Young\youngjo01,PG,25,IND,12,67,11.2,.465,.333,.242,3.4,11.5,7.5,15.9,0.7,0.0,9.9,26.4,,0.0,0.0,0.0,-0.011,,-2.5,-4.4,-6.9,-0.1"
"451,Nick Young\youngni01,SG,32,GSW,22,282,14.0,.602,.743,.150,1.7,9.0,5.7,6.2,1.8,0.6,9.1,20.2,,0.4,0.3,0.6,.104,,1.9,-3.4,-1.5,0.0"
"452,Thaddeus Young\youngth01,PF,29,IND,23,763,14.7,.531,.260,.061,6.2,13.7,10.0,8.9,2.5,1.0,9.8,18.0,,0.7,0.7,1.4,.086,,0.7,0.7,1.3,0.6"
"453,Cody Zeller\zelleco01,C,25,CHO,17,344,15.9,.575,.012,.635,12.8,16.4,14.6,6.2,1.1,4.4,14.9,16.1,,0.6,0.4,1.0,.143,,-1.0,2.4,1.4,0.3"
"454,Tyler Zeller\zellety01,C,28,BRK,13,233,17.4,.629,.097,.389,9.1,12.4,10.7,7.4,1.4,2.3,13.4,17.3,,0.5,0.2,0.6,.131,,0.4,0.2,0.5,0.1"
"455,Paul Zipser\zipsepa01,SF,23,CHI,18,301,4.0,.377,.404,.040,1.7,20.9,10.8,10.3,1.3,0.6,13.7,17.1,,-0.7,0.2,-0.5,-0.084,,-7.2,-0.7,-7.9,-0.5"
"456,Ante Zizic\zizican01,C,21,CLE,8,28,10.9,.489,.000,.714,12.5,15.5,14.0,0.0,0.0,9.3,17.9,17.6,,0.0,0.0,0.0,.030,,-7.6,-1.5,-9.2,-0.1"
"457,Ivica Zubac\zubaciv01,C,20,LAL,5,12,0.9,.400,.000,.000,17.6,17.3,17.5,0.0,0.0,0.0,28.6,24.3,,-0.1,0.0,0.0,-0.170,,-12.9,-7.3,-20.2,-0.1"
